"Run 1: Time (s)","Run 1: Force (N)","Run 2: Time (s)","Run 2: Force (N)","Run 3: Time (s)","Run 3: Force (N)","Run 4: Time (s)","Run 4: Force (N)","Run 5: Time (s)","Run 5: Force (N)"
0.094,0.979343757244,0.094,1.57933412359,0.094,2.55008194354,0.094,2.02793329466,0.094,2.09847097895
0.095,0.979343757244,0.095,1.5857857088,0.095,2.56943669917,0.095,2.02793329466,0.095,2.09847097895
0.096,0.985795342453,0.096,1.57933412359,0.096,2.57588828438,0.096,2.03438487986,0.096,2.09847097895
0.097,0.985795342453,0.097,1.5857857088,0.097,2.58233986958,0.097,2.03438487986,0.097,2.10492256416
0.098,0.985795342453,0.098,1.5857857088,0.098,2.58233986958,0.098,2.02793329466,0.098,2.10492256416
0.099,0.985795342453,0.099,1.5857857088,0.099,2.58879145479,0.099,2.02148170945,0.099,2.11137414937
0.1,0.972892172036,0.1,1.59223729401,0.1,2.58879145479,0.1,2.02793329466,0.1,2.09847097895
0.101,0.985795342453,0.101,1.5857857088,0.101,2.60169462521,0.101,2.02793329466,0.101,2.09201939375
0.102,0.985795342453,0.102,1.5857857088,0.102,2.60814621042,0.102,2.02793329466,0.102,2.09201939375
0.103,0.985795342453,0.103,1.5857857088,0.103,2.60169462521,0.103,2.03438487986,0.103,2.09201939375
0.104,0.992246927661,0.104,1.5857857088,0.104,2.60169462521,0.104,2.02793329466,0.104,2.09847097895
0.105,0.985795342453,0.105,1.57933412359,0.105,2.60169462521,0.105,2.02793329466,0.105,2.09847097895
0.106,0.979343757244,0.106,1.5857857088,0.106,2.60814621042,0.106,2.02793329466,0.106,2.09201939375
0.107,0.985795342453,0.107,1.59223729401,0.107,2.60814621042,0.107,2.02793329466,0.107,2.08556780854
0.108,0.985795342453,0.108,1.5857857088,0.108,2.60814621042,0.108,2.02793329466,0.108,2.09201939375
0.109,0.985795342453,0.109,1.59223729401,0.109,2.61459779563,0.109,2.02793329466,0.109,2.09201939375
0.11,0.979343757244,0.11,1.59223729401,0.11,2.62104938083,0.11,2.02148170945,0.11,2.09201939375
0.111,0.985795342453,0.111,1.57933412359,0.111,2.62104938083,0.111,2.02148170945,0.111,2.09201939375
0.112,0.985795342453,0.112,1.57933412359,0.112,2.62750096604,0.112,2.02793329466,0.112,2.09201939375
0.113,0.992246927661,0.113,1.57933412359,0.113,2.62750096604,0.113,2.02148170945,0.113,2.09201939375
0.114,0.985795342453,0.114,1.57933412359,0.114,2.62750096604,0.114,2.02793329466,0.114,2.09847097895
0.115,0.985795342453,0.115,1.59223729401,0.115,2.63395255125,0.115,2.02793329466,0.115,2.09201939375
0.116,0.992246927661,0.116,1.5857857088,0.116,2.63395255125,0.116,2.02793329466,0.116,2.09201939375
0.117,0.985795342453,0.117,1.59223729401,0.117,2.63395255125,0.117,2.02793329466,0.117,2.09847097895
0.118,0.985795342453,0.118,1.59223729401,0.118,2.63395255125,0.118,2.02148170945,0.118,2.09847097895
0.119,0.992246927661,0.119,1.5857857088,0.119,2.63395255125,0.119,2.02793329466,0.119,2.09201939375
0.12,0.99869851287,0.12,1.57933412359,0.12,2.63395255125,0.12,2.02793329466,0.12,2.09201939375
0.121,0.985795342453,0.121,1.5857857088,0.121,2.64040413646,0.121,2.03438487986,0.121,2.09201939375
0.122,0.99869851287,0.122,1.5857857088,0.122,2.64040413646,0.122,2.02793329466,0.122,2.09201939375
0.123,0.992246927661,0.123,1.59223729401,0.123,2.63395255125,0.123,2.02793329466,0.123,2.09201939375
0.124,0.985795342453,0.124,1.59223729401,0.124,2.64685572167,0.124,2.01503012424,0.124,2.09201939375
0.125,0.985795342453,0.125,1.59223729401,0.125,2.64040413646,0.125,2.02793329466,0.125,2.09201939375
0.126,0.99869851287,0.126,1.5857857088,0.126,2.64685572167,0.126,2.02793329466,0.126,2.09201939375
0.127,0.99869851287,0.127,1.5857857088,0.127,2.65330730688,0.127,2.02793329466,0.127,2.08556780854
0.128,0.99869851287,0.128,1.5857857088,0.128,2.64040413646,0.128,2.02793329466,0.128,2.09201939375
0.129,0.992246927661,0.129,1.5857857088,0.129,2.64040413646,0.129,2.02793329466,0.129,2.09847097895
0.13,0.985795342453,0.13,1.59223729401,0.13,2.64685572167,0.13,2.02793329466,0.13,2.09201939375
0.131,0.985795342453,0.131,1.57933412359,0.131,2.64040413646,0.131,2.02793329466,0.131,2.09201939375
0.132,0.99869851287,0.132,1.57933412359,0.132,2.64685572167,0.132,2.02793329466,0.132,2.09201939375
0.133,0.99869851287,0.133,1.57288253838,0.133,2.65330730688,0.133,2.02148170945,0.133,2.09847097895
0.134,0.99869851287,0.134,1.57288253838,0.134,2.64685572167,0.134,2.02148170945,0.134,2.09201939375
0.135,0.992246927661,0.135,1.57933412359,0.135,2.64685572167,0.135,2.02793329466,0.135,2.09201939375
0.136,0.99869851287,0.136,1.5857857088,0.136,2.64685572167,0.136,2.02793329466,0.136,2.09847097895
0.137,0.99869851287,0.137,1.5857857088,0.137,2.64040413646,0.137,2.02793329466,0.137,2.09201939375
0.138,0.99869851287,0.138,1.59223729401,0.138,2.64040413646,0.138,2.03438487986,0.138,2.08556780854
0.139,0.992246927661,0.139,1.5857857088,0.139,2.63395255125,0.139,2.03438487986,0.139,2.09201939375
0.14,0.99869851287,0.14,1.59223729401,0.14,2.64040413646,0.14,2.04083646507,0.14,2.09201939375
0.141,0.99869851287,0.141,1.59868887922,0.141,2.63395255125,0.141,2.03438487986,0.141,2.08556780854
0.142,0.99869851287,0.142,1.59223729401,0.142,2.63395255125,0.142,2.02793329466,0.142,2.09201939375
0.143,0.992246927661,0.143,1.5857857088,0.143,2.64040413646,0.143,2.03438487986,0.143,2.09201939375
0.144,0.99869851287,0.144,1.5857857088,0.144,2.63395255125,0.144,2.02793329466,0.144,2.09201939375
0.145,0.99869851287,0.145,1.5857857088,0.145,2.63395255125,0.145,2.02793329466,0.145,2.09201939375
0.146,0.99869851287,0.146,1.5857857088,0.146,2.62750096604,0.146,2.02793329466,0.146,2.08556780854
0.147,1.00515009808,0.147,1.59223729401,0.147,2.62104938083,0.147,2.02148170945,0.147,2.09201939375
0.148,1.01160168329,0.148,1.59223729401,0.148,2.60814621042,0.148,2.02793329466,0.148,2.09201939375
0.149,1.00515009808,0.149,1.59223729401,0.149,2.60814621042,0.149,2.02793329466,0.149,2.09201939375
0.15,1.01160168329,0.15,1.59223729401,0.15,2.60169462521,0.15,2.02793329466,0.15,2.09847097895
0.151,1.00515009808,0.151,1.59223729401,0.151,2.58879145479,0.151,2.02793329466,0.151,2.09847097895
0.152,1.00515009808,0.152,1.5857857088,0.152,2.58879145479,0.152,2.02793329466,0.152,2.09201939375
0.153,0.99869851287,0.153,1.5857857088,0.153,2.56298511396,0.153,2.03438487986,0.153,2.09847097895
0.154,0.985795342453,0.154,1.5857857088,0.154,2.55653352875,0.154,2.04083646507,0.154,2.09847097895
0.155,0.992246927661,0.155,1.59223729401,0.155,2.54363035833,0.155,2.03438487986,0.155,2.10492256416
0.156,0.99869851287,0.156,1.5857857088,0.156,2.50492084708,0.156,2.02793329466,0.156,2.09201939375
0.157,0.99869851287,0.157,1.57933412359,0.157,2.44685658021,0.157,2.03438487986,0.157,2.09847097895
0.158,1.00515009808,0.158,1.59223729401,0.158,2.40814706896,0.158,2.03438487986,0.158,2.09201939375
0.159,1.01160168329,0.159,1.5857857088,0.159,2.40814706896,0.159,2.03438487986,0.159,2.09201939375
0.16,1.00515009808,0.16,1.59223729401,0.16,2.40169548375,0.16,2.03438487986,0.16,2.09201939375
0.161,1.01160168329,0.161,1.59223729401,0.161,2.37588914292,0.161,2.03438487986,0.161,2.09847097895
0.162,1.01160168329,0.162,1.5857857088,0.162,2.33072804646,0.162,2.02793329466,0.162,2.09201939375
0.163,1.01160168329,0.163,1.57933412359,0.163,2.30492170562,0.163,2.02148170945,0.163,2.08556780854
0.164,1.01160168329,0.164,1.59223729401,0.164,2.30492170562,0.164,2.02148170945,0.164,2.09201939375
0.165,1.00515009808,0.165,1.59223729401,0.165,2.31782487604,0.165,2.02793329466,0.165,2.09201939375
0.166,1.00515009808,0.166,1.5857857088,0.166,2.31137329083,0.166,2.02793329466,0.166,2.09201939375
0.167,1.00515009808,0.167,1.59223729401,0.167,2.21459951271,0.167,2.02148170945,0.167,2.09847097895
0.168,1.01160168329,0.168,1.59223729401,0.168,2.08556780854,0.168,2.02793329466,0.168,2.09201939375
0.169,1.00515009808,0.169,1.5857857088,0.169,1.9823424452,0.169,2.02793329466,0.169,2.09201939375
0.17,1.01160168329,0.17,1.5857857088,0.17,1.9049234227,0.17,2.02148170945,0.17,2.09847097895
0.171,1.01160168329,0.171,1.59223729401,0.171,1.85976232624,0.171,2.03438487986,0.171,2.09847097895
0.172,1.01160168329,0.172,1.59868887922,0.172,1.78234330374,0.172,2.02793329466,0.172,2.08556780854
0.173,1.01805326849,0.173,1.59223729401,0.173,1.78234330374,0.173,2.02793329466,0.173,2.08556780854
0.174,1.01160168329,0.174,1.59868887922,0.174,1.8275044002,0.174,2.03438487986,0.174,2.08556780854
0.175,1.01805326849,0.175,1.59223729401,0.175,1.8275044002,0.175,2.02793329466,0.175,2.08556780854
0.176,1.01805326849,0.176,1.59868887922,0.176,1.79524647416,0.176,2.02793329466,0.176,2.08556780854
0.177,1.01805326849,0.177,1.59223729401,0.177,1.79524647416,0.177,2.02793329466,0.177,2.08556780854
0.178,1.01805326849,0.178,1.59223729401,0.178,1.84040757062,0.178,2.02793329466,0.178,2.08556780854
0.179,1.01805326849,0.179,1.59223729401,0.179,1.79524647416,0.179,2.02793329466,0.179,2.09201939375
0.18,1.01805326849,0.18,1.5857857088,0.18,1.69202111083,0.18,2.02793329466,0.18,2.09201939375
0.181,1.01160168329,0.181,1.59223729401,0.181,1.66621476999,0.181,2.02148170945,0.181,2.09847097895
0.182,1.00515009808,0.182,1.5857857088,0.182,1.71782745166,0.182,2.02793329466,0.182,2.10492256416
0.183,1.00515009808,0.183,1.5857857088,0.183,1.76944013333,0.183,2.02793329466,0.183,2.09201939375
0.184,1.00515009808,0.184,1.5857857088,0.184,1.80814964458,0.184,2.03438487986,0.184,2.09847097895
0.185,1.00515009808,0.185,1.57933412359,0.185,1.84040757062,0.185,2.04083646507,0.185,2.08556780854
0.186,1.00515009808,0.186,1.57933412359,0.186,1.87266549666,0.186,2.04083646507,0.186,2.09201939375
0.187,1.01160168329,0.187,1.59223729401,0.187,1.84685915583,0.187,2.03438487986,0.187,2.09201939375
0.188,1.01160168329,0.188,1.59223729401,0.188,1.80169805937,0.188,2.04083646507,0.188,2.09201939375
0.189,1.01805326849,0.189,1.59223729401,0.189,1.76298854812,0.189,2.03438487986,0.189,2.09201939375
0.19,1.0245048537,0.19,1.5857857088,0.19,1.78879488895,0.19,2.04083646507,0.19,2.09201939375
0.191,1.01805326849,0.191,1.5857857088,0.191,1.80814964458,0.191,2.04083646507,0.191,2.09201939375
0.192,1.01805326849,0.192,1.5857857088,0.192,1.80814964458,0.192,2.03438487986,0.192,2.09201939375
0.193,1.01805326849,0.193,1.59223729401,0.193,1.81460122978,0.193,2.04083646507,0.193,2.09201939375
0.194,1.01805326849,0.194,1.59223729401,0.194,1.81460122978,0.194,2.03438487986,0.194,2.09201939375
0.195,1.01805326849,0.195,1.59223729401,0.195,1.79524647416,0.195,2.02793329466,0.195,2.09201939375
0.196,1.01805326849,0.196,1.5857857088,0.196,1.78879488895,0.196,2.03438487986,0.196,2.09201939375
0.197,1.0245048537,0.197,1.57933412359,0.197,1.7500853777,0.197,2.04083646507,0.197,2.09847097895
0.198,1.0245048537,0.198,1.57933412359,0.198,1.69202111083,0.198,2.02793329466,0.198,2.09847097895
0.199,1.01805326849,0.199,1.57933412359,0.199,1.65331159957,0.199,2.03438487986,0.199,2.09201939375
0.2,1.01160168329,0.2,1.5857857088,0.2,1.6726663552,0.2,2.03438487986,0.2,2.09201939375
0.201,1.01160168329,0.201,1.57933412359,0.201,1.7500853777,0.201,2.03438487986,0.201,2.09847097895
0.202,1.00515009808,0.202,1.57933412359,0.202,1.81460122978,0.202,2.04083646507,0.202,2.09847097895
0.203,1.00515009808,0.203,1.57933412359,0.203,1.83395598541,0.203,2.02793329466,0.203,2.09847097895
0.204,1.00515009808,0.204,1.5857857088,0.204,1.82105281499,0.204,2.02793329466,0.204,2.09201939375
0.205,1.0245048537,0.205,1.57933412359,0.205,1.80169805937,0.205,2.03438487986,0.205,2.09201939375
0.206,1.01160168329,0.206,1.5857857088,0.206,1.78879488895,0.206,2.03438487986,0.206,2.09201939375
0.207,1.01805326849,0.207,1.5857857088,0.207,1.76298854812,0.207,2.03438487986,0.207,2.08556780854
0.208,1.01805326849,0.208,1.5857857088,0.208,1.72427903687,0.208,2.04083646507,0.208,2.09201939375
0.209,1.01805326849,0.209,1.5857857088,0.209,1.73718220728,0.209,2.04083646507,0.209,2.09201939375
0.21,1.0245048537,0.21,1.57933412359,0.21,1.76298854812,0.21,2.04083646507,0.21,2.08556780854
0.211,1.0245048537,0.211,1.57933412359,0.211,1.79524647416,0.211,2.03438487986,0.211,2.09201939375
0.212,1.01805326849,0.212,1.5857857088,0.212,1.80814964458,0.212,2.02793329466,0.212,2.09201939375
0.213,1.0245048537,0.213,1.5857857088,0.213,1.80814964458,0.213,2.03438487986,0.213,2.09201939375
0.214,1.01805326849,0.214,1.5857857088,0.214,1.78234330374,0.214,2.03438487986,0.214,2.10492256416
0.215,1.0245048537,0.215,1.5857857088,0.215,1.71137586645,0.215,2.04083646507,0.215,2.09847097895
0.216,1.0245048537,0.216,1.57933412359,0.216,1.67911794041,0.216,2.04083646507,0.216,2.09201939375
0.217,1.0245048537,0.217,1.59223729401,0.217,1.67911794041,0.217,2.03438487986,0.217,2.08556780854
0.218,1.0245048537,0.218,1.5857857088,0.218,1.70492428124,0.218,2.03438487986,0.218,2.09201939375
0.219,1.0245048537,0.219,1.5857857088,0.219,1.75653696291,0.219,2.04083646507,0.219,2.09847097895
0.22,1.01805326849,0.22,1.5857857088,0.22,1.80814964458,0.22,2.04083646507,0.22,2.09847097895
0.221,1.01805326849,0.221,1.5857857088,0.221,1.82105281499,0.221,2.03438487986,0.221,2.09847097895
0.222,1.01805326849,0.222,1.5857857088,0.222,1.79524647416,0.222,2.03438487986,0.222,2.09201939375
0.223,1.0245048537,0.223,1.59223729401,0.223,1.76944013333,0.223,2.03438487986,0.223,2.09201939375
0.224,1.0245048537,0.224,1.59868887922,0.224,1.7500853777,0.224,2.03438487986,0.224,2.09201939375
0.225,1.03095643891,0.225,1.59868887922,0.225,1.74363379249,0.225,2.03438487986,0.225,2.08556780854
0.226,1.0245048537,0.226,1.59868887922,0.226,1.73718220728,0.226,2.03438487986,0.226,2.08556780854
0.227,1.0245048537,0.227,1.59223729401,0.227,1.73073062208,0.227,2.02793329466,0.227,2.08556780854
0.228,1.0245048537,0.228,1.59223729401,0.228,1.7500853777,0.228,2.03438487986,0.228,2.08556780854
0.229,1.01805326849,0.229,1.59223729401,0.229,1.77589171853,0.229,2.02793329466,0.229,2.08556780854
0.23,1.03095643891,0.23,1.59223729401,0.23,1.77589171853,0.23,2.03438487986,0.23,2.07911622333
0.231,1.0245048537,0.231,1.59223729401,0.231,1.78234330374,0.231,2.04083646507,0.231,2.07911622333
0.232,1.0245048537,0.232,1.59223729401,0.232,1.75653696291,0.232,2.03438487986,0.232,2.09201939375
0.233,1.01805326849,0.233,1.5857857088,0.233,1.71782745166,0.233,2.04083646507,0.233,2.09201939375
0.234,1.0245048537,0.234,1.57933412359,0.234,1.69202111083,0.234,2.02793329466,0.234,2.09847097895
0.235,1.0245048537,0.235,1.5857857088,0.235,1.6726663552,0.235,2.04083646507,0.235,2.10492256416
0.236,1.0245048537,0.236,1.57933412359,0.236,1.69202111083,0.236,2.04083646507,0.236,2.09201939375
0.237,1.0245048537,0.237,1.57933412359,0.237,1.72427903687,0.237,2.04083646507,0.237,2.10492256416
0.238,1.0245048537,0.238,1.5857857088,0.238,1.75653696291,0.238,2.04083646507,0.238,2.09201939375
0.239,1.03095643891,0.239,1.57933412359,0.239,1.77589171853,0.239,2.04083646507,0.239,2.09201939375
0.24,1.0245048537,0.24,1.5857857088,0.24,1.78234330374,0.24,2.03438487986,0.24,2.08556780854
0.241,1.0245048537,0.241,1.5857857088,0.241,1.76298854812,0.241,2.02793329466,0.241,2.08556780854
0.242,1.0245048537,0.242,1.5857857088,0.242,1.73718220728,0.242,2.03438487986,0.242,2.08556780854
0.243,1.03740802412,0.243,1.59223729401,0.243,1.71782745166,0.243,2.04083646507,0.243,2.09201939375
0.244,1.03740802412,0.244,1.5857857088,0.244,1.71137586645,0.244,2.04083646507,0.244,2.08556780854
0.245,1.03095643891,0.245,1.5857857088,0.245,1.71137586645,0.245,2.04083646507,0.245,2.08556780854
0.246,1.0245048537,0.246,1.5857857088,0.246,1.72427903687,0.246,2.03438487986,0.246,2.09201939375
0.247,1.0245048537,0.247,1.5857857088,0.247,1.74363379249,0.247,2.03438487986,0.247,2.08556780854
0.248,1.03095643891,0.248,1.57933412359,0.248,1.77589171853,0.248,2.03438487986,0.248,2.09201939375
0.249,1.0245048537,0.249,1.5857857088,0.249,1.76944013333,0.249,2.04083646507,0.249,2.09201939375
